"","alcohol","sulfatos","ácido_cítrico","acidez_fija","calidad"
"1078",11,0.58,0.65,8.6,5
"1079",11,0.58,0.65,8.6,5
"1080",12.3,0.51,0.68,7.9,7
"1081",11.8,0.51,0.56,10.3,6
"1082",12.3,0.51,0.68,7.9,7
"1083",9.5,0.59,0.3,7.2,6
"1084",12,0.77,0.45,8.7,6
"1085",9.5,0.59,0.3,7.2,6
"1086",9.6,0.49,0.08,6.8,5
"1087",11.6,0.66,0.4,8.5,7
"1088",11.2,0.69,0.42,7.9,6
"1089",9.9,0.76,0.54,11.6,7
"1090",9.9,0.76,0.54,11.6,7
"1091",11.8,0.63,0.54,10,8
"1092",11.4,0.6,0.42,7.9,6
"1093",11.5,0.59,0.09,7,6
"1094",12,0.86,0.36,9.2,7
"1095",10.8,0.49,0.09,6.6,6
"1096",10.5,0.5,0.47,9.4,5
"1097",10.8,0.49,0.09,6.6,6
"1098",9.4,0.52,0.38,8.6,5
"1099",12.5,0.81,0.45,8,7
"1100",9.4,0.52,0.38,8.6,5
"1101",12.4,0.78,0.42,8.4,6
"1102",12,0.63,0.27,7.4,6
"1103",11.2,0.54,0.09,6.1,6
"1104",12,0.63,0.27,7.4,6
"1105",12.4,0.66,0.34,8,6
"1106",12.8,0.6,0.28,6.3,5
"1107",12.3,0.54,0.42,8.2,6
"1108",11.7,0.85,0.41,9.1,7
"1109",9.5,0.49,0.1,8.1,5
"1110",10.8,0.76,0.43,10.8,6
"1111",10,0.64,0,8.3,6
"1112",12.3,0.64,0.27,5.4,7
"1113",11,0.71,0.41,7.9,6
"1114",9.5,0.59,0.39,8.9,6
"1115",13.6,0.66,0.5,5,6
"1116",11.3,0.6,0.07,7,6
"1117",11.3,0.6,0.07,7,6
"1118",11.3,0.6,0.07,7,6
"1119",13.3,0.53,0.12,7.1,6
"1120",12.9,0.58,0,5.6,5
"1121",13.1,0.72,0.34,7.9,8
"1122",12.3,0.55,0,6.6,6
"1123",12.3,0.48,0,6.3,6
"1124",11.2,0.65,0.37,10.7,6
"1125",11.5,0.62,0,6.5,4
"1126",11.3,0.59,0.35,8.8,7
"1127",13.5,0.54,0.26,5.8,6
"1128",11.5,0.6,0,6.3,6
"1129",10,0.68,0.33,10,5
"1130",10.5,0.69,0.35,10.5,6
"1131",10.4,0.63,0,9.1,6
"1132",9.5,0.44,0.21,5.9,5
"1133",13.6,0.88,0.34,7.4,7
"1134",11.2,0.68,0.07,7.2,7
"1135",11.8,0.74,0.35,8.5,7
"1136",11.9,0.6,0.43,8,6
"1137",11.4,0.76,0.45,10.4,6
"1138",11.4,0.76,0.45,10.4,6
"1139",9.1,0.58,0.15,7.5,5
"1140",9.5,0.64,0.24,8.2,6
"1141",9.5,0.65,0.3,7.3,6
"1142",11,0.85,0.32,8.2,6
"1143",11.4,0.65,0.11,6.9,6
"1144",10,0.82,0.3,7,6
"1145",10.1,0.62,0.23,7.3,5
"1146",10.4,0.81,0.43,8.2,6
"1147",9.8,0.87,0.12,7.8,6
"1148",11.8,0.49,0.45,10,7
"1149",11.6,0.66,0.42,7.8,6
"1150",12,0.52,0.47,10,6
"1151",12.8,0.76,0.32,8.2,7
"1152",12.5,0.65,0.23,6.1,6
"1153",9.8,0.53,0.25,8.3,5
"1154",11.1,0.66,0.35,9.6,6
"1155",11.4,0.68,0,6.6,6
"1156",9.8,0.53,0.25,8.3,5
"1157",11.8,0.76,0.51,8.5,7
"1158",12.9,0.87,0.18,5.1,7
"1159",10.6,1.16,0.43,6.7,6
"1160",10.8,0.67,0.43,10.2,5
"1161",11.1,0.72,0.57,10.6,7
"1162",10.2,0.75,0.43,8.8,6
"1163",11.8,0.71,0.42,8.5,7
"1164",10,0.67,0.24,9,5
"1165",10,0.67,0.24,9,5
"1166",9.4,1.1,0.5,8.5,5
"1167",10.2,0.98,0.26,9.9,5
"1168",12.4,0.88,0.39,8.2,7
"1169",12,0.56,0.27,6.5,6
"1170",11.5,0.62,0.29,7.6,6
"1171",10.5,0.67,0.34,9.2,6
"1172",10.8,0.68,0,7.1,6
"1173",12.3,0.74,0.46,9.7,6
"1174",9.5,0.62,0.31,7.6,6
"1175",9.5,0.62,0.31,7.6,6
"1176",11.5,0.7,0,6.5,6
"1177",11.2,0.5,0.03,6.5,4
"1178",12.7,0.66,0,7.1,7
"1179",11.4,0.73,0,5.6,5
"1180",11,0.81,0.33,8.2,6
"1181",11,0.81,0.33,8.2,6
"1182",11.4,0.46,0.43,9.8,5
"1183",10.5,0.86,0.4,10.2,6
"1184",9.3,0.6,0.07,6.8,5
"1185",10.9,0.7,0.23,6.7,5
"1186",11.9,0.46,0.3,7,6
"1187",12.2,0.5,0.03,6.6,5
"1188",11.9,0.46,0.3,7,6
"1189",10.9,0.7,0.23,6.7,5
"1190",9.6,0.44,0.05,8.8,4
"1191",12.5,0.57,0.57,9.1,6
"1192",10.8,0.51,0,6.5,5
"1193",12.4,0.8,0.37,7.2,7
"1194",10.8,0.51,0,6.4,5
"1195",9.5,0.59,0.12,7,6
"1196",9.5,0.6,0.22,6.2,6
"1197",9.5,0.58,0.23,7.9,6
"1198",9.8,0.54,0.21,7.7,6
"1199",10.9,0.79,0.26,7.7,6
"1200",9.5,0.58,0.23,7.9,6
"1201",9.8,0.54,0.21,7.7,6
"1202",11.2,0.54,0.36,7.9,7
"1203",11.7,0.69,0.39,8.6,8
"1204",9.4,0.55,0.19,9.9,5
"1205",11,0.85,0.46,7.2,7
"1206",11,0.85,0.46,7.2,7
"1207",11,0.85,0.46,7.2,7
"1208",10,0.94,0.55,9.9,5
"1209",11,0.85,0.46,7.2,7
"1210",11.2,0.87,0.43,6.2,7
"1211",10.4,0.62,0.02,6.8,6
"1212",9.3,0.62,0.15,6.6,5
"1213",10.4,0.62,0.02,6.8,6
"1214",10.5,0.75,0.42,9.6,6
"1215",10.4,0.48,0.46,10.2,6
"1216",11.3,0.56,0.46,8.8,6
"1217",9.5,0.69,0.31,7.9,6
"1218",12,0.81,0.37,8.2,6
"1219",10.6,0.69,0.31,8.2,6
"1220",10.9,0.83,0.4,9,6
"1221",11.5,0.77,0.52,10.9,6
"1222",11.5,0.77,0.52,10.9,6
"1223",9.6,0.46,0.22,8.1,6
"1224",12,0.76,0.47,10.5,6
"1225",10.3,0.82,0.49,12.6,6
"1226",9.4,0.51,0.23,9.2,5
"1227",9.2,0.47,0.03,7.5,5
"1228",9.6,0.72,0.25,9,5
"1229",13.6,0.73,0,5.1,7
"1230",9.5,0.64,0.29,7.6,5
"1231",11.8,0.78,0.34,7.7,6
"1232",10.8,0.62,0.01,7.8,5
"1233",9.5,0.64,0.29,7.6,5
"1234",9.3,0.49,0.37,10.2,4
"1235",12.8,0.4,0.01,7.1,6
"1236",11.5,0.56,0.32,6,4
"1237",9.4,0.64,0,7.8,6
"1238",12.8,0.4,0.01,7.1,6
"1239",9.6,0.46,0,8.1,4
"1240",11.8,0.56,0,6.5,4
"1241",9.3,0.4,0.2,7.5,5
"1242",9.8,0.59,0.39,9.8,5
"1243",12.2,0.6,0.41,9,6
"1244",9.5,0.62,0.22,8.3,5
"1245",10.3,0.54,0.25,5.9,6
"1246",10.5,0.68,0.19,7.4,5
"1247",10,0.48,0.07,7.4,5
"1248",10.5,0.68,0.19,7.4,5
"1249",11.1,0.75,0.33,6.9,6
"1250",10.9,0.61,0.01,7.1,6
"1251",10.9,0.61,0.01,7.1,6
"1252",9.8,0.59,0.14,7.5,5
"1253",9.8,0.58,0,7.1,5
"1254",9.5,0.58,0,7.9,5
"1255",10.9,0.69,0.06,7.8,5
"1256",11,0.45,0.02,6.1,5
"1257",9.2,0.42,0.22,7.5,5
"1258",11,0.7,0.28,7,6
"1259",11.3,0.63,0,6.8,6
"1260",11.3,0.63,0,6.8,6
"1261",9.3,1.15,0.68,8.6,5
"1262",11.2,0.55,0,6.3,4
"1263",9.8,0.58,0.38,9.8,5
"1264",9.6,0.46,0,8.2,4
"1265",11.8,0.72,0.32,8.5,6
"1266",10.3,0.6,0.05,7.2,6
"1267",10.3,0.6,0.05,7.2,6
"1268",11.4,0.87,0.5,10.4,6
"1269",9.5,0.55,0.31,6.9,6
"1270",14,0.82,0.03,5.5,8
"1271",14,0.75,0.01,5,6
"1272",11.7,0.57,0.2,7.3,6
"1273",11.2,0.53,0,5.9,5
"1274",9.3,0.43,0.2,7.5,5
"1275",11.2,0.53,0.13,7.8,6
"1276",9.5,0.54,0.22,8,6
"1277",12,0.56,0.4,8.5,4
"1278",9.7,0.6,0,7,6
"1279",9.5,0.54,0.22,8,6
"1280",11.5,0.57,0.39,9.8,7
"1281",10.4,0.64,0.2,7.1,6
"1282",10.4,0.64,0.2,7.1,6
"1283",10.9,0.68,0,7.9,6
"1284",10.2,0.63,0.28,8.7,6
"1285",10.9,0.56,0.19,7,5
"1286",10.5,0.57,0.5,11.3,5
"1287",12.4,0.54,0.44,7.1,6
"1288",13,0.37,0.08,8,5
"1289",10.2,1.17,0.3,7,5
"1290",10.2,1.17,0.3,7,5
"1291",11,0.59,0,7.6,5
"1292",10.9,0.75,0.1,8.2,6
"1293",12.4,0.67,0.13,5.9,6
"1294",9.7,0.49,0,7.5,4
"1295",10.9,0.75,0.1,8.2,6
"1296",9.5,0.45,0,6.6,5
"1297",9.5,0.45,0,6.6,5
"1298",12.1,0.61,0.14,7.2,6
"1299",12.2,0.56,0,5.7,6
"1300",10.9,0.4,0,7.6,3
"1301",12.5,0.61,0,5.2,6
"1302",11.7,0.74,0.07,6.7,6
"1303",11.2,0.8,0.32,9.1,6
"1304",11.2,0.66,0.44,8,5
"1305",9.2,0.44,0.21,7.6,5
"1306",9.8,0.53,0.26,7.5,5
"1307",10.1,0.62,0.32,9.7,5
"1308",11.1,0.52,0.09,6.8,4
"1309",10.1,0.62,0.32,9.7,5
"1310",9.2,0.61,0.1,7,5
"1311",9.8,0.53,0.26,7.5,5
"1312",12.8,0.59,0.15,6.5,6
"1313",10.5,0.47,0.21,8,5
"1314",10.1,0.54,0.21,7,6
"1315",10.1,0.53,0.21,7,6
"1316",9.8,0.58,0.27,7.5,6
"1317",12.5,0.59,0,5.4,6
"1318",11.9,0.69,0.46,9.9,6
"1319",9.8,0.58,0.27,7.5,6
"1320",9.1,1.33,0.68,9.1,6
"1321",10.1,0.66,0.34,9.7,5
"1322",12.5,0.59,0,5,6
"1323",11.4,0.55,0.42,9.1,5
"1324",11,0.82,0.39,9.1,7
"1325",10.6,0.6,0.24,6.7,6
"1326",10.6,0.6,0.24,6.7,6
"1327",10.6,0.6,0.24,6.7,6
"1328",10.6,0.6,0.24,6.7,6
"1329",9.3,0.52,0.11,6.5,5
"1330",9.8,0.56,0.26,7.4,6
"1331",9.8,0.56,0.26,7.4,6
"1332",9.2,0.46,0.26,7.8,5
"1333",9.7,0.43,0.1,8.4,6
"1334",9.6,0.51,0.22,9.1,5
"1335",10,0.52,0,7.2,5
"1336",12.6,0.66,0.02,6.6,6
"1337",9.5,0.45,0,6,5
"1338",9.5,0.45,0,6,5
"1339",9.5,0.45,0,6,5
"1340",10.5,0.54,0.02,7.5,6
"1341",10.5,0.54,0.02,7.5,6
"1342",10.5,0.54,0.02,7.5,6
"1343",10.4,0.51,0.02,7.6,6
"1344",10.5,0.54,0.02,7.5,6
"1345",11,0.53,0.48,11.5,5
"1346",10.2,0.53,0.24,8.2,6
"1347",11.4,0.56,0.01,6.1,5
"1348",9.5,0.39,0.03,7.2,5
"1349",9.5,0.39,0.03,7.2,5
"1350",10.8,0.52,0,6.9,5
"1351",10,0.57,0.29,9,5
"1352",11.8,0.51,0.01,7.2,6
"1353",10.3,0.46,0.03,7.6,5
"1354",10.3,0.46,0.03,7.6,5
"1355",10,0.52,0.03,7.2,5
"1356",10.1,0.44,0.25,6.1,5
"1357",10.1,0.44,0.25,6.1,5
"1358",11.1,0.59,0.24,7.3,6
"1359",9.5,0.5,0.17,7.4,5
"1360",10.0333333333333,0.65,0.4,11.6,6
"1361",10.9,0.56,0.31,9.2,5
"1362",10.1,0.54,0.14,8.3,5
"1363",10.0333333333333,0.65,0.4,11.6,6
"1364",9.8,0.48,0.27,8,4
"1365",11.8,0.53,0.02,7.2,6
"1366",9.5,0.62,0.09,7.8,5
"1367",9.8,0.5,0.08,7.3,5
"1368",10.5,1.18,0.3,6.9,6
"1369",9.8,0.5,0.32,8,6
"1370",10.4,0.37,0,6.6,4
"1371",9.2,1.17,0.51,8.7,5
"1372",11.6,1.03,0.56,7.5,6
"1373",9.2,1.17,0.51,8.7,5
"1374",9.3,0.45,0.27,7.7,5
"1375",9.8,0.51,0,6.8,3
"1376",9.9,0.52,0.26,7.2,5
"1377",10,0.46,0.2,8.2,5
"1378",12.2,0.62,0.26,5.2,6
"1379",9.9,0.51,0.15,7.2,6
"1380",10.8,0.62,0.02,7.5,6
"1381",10.8,0.62,0.02,7.5,6
"1382",9.6,0.45,0.09,6.8,5
"1383",9.9,0.49,0.22,8,5
"1384",9.9,0.49,0.22,8,5
"1385",9.5,0.5,0.15,7.1,5
"1386",9.2,0.42,0.25,8,5
"1387",9.6,0.58,0.07,7.4,5
"1388",9.6,0.58,0.07,7.4,5
"1389",10.3,0.68,0.31,6.6,5
"1390",9.7,0.53,0.02,6.7,5
"1391",12.5,0.59,0,6,6
"1392",11,0.58,0.22,8,5
"1393",9.8,0.48,0.06,7.1,5
"1394",10.2,0.48,0.25,8,5
"1395",9.2,0.48,0.14,6.4,5
"1396",9.55,0.65,0.1,8.6,6
"1397",9.55,0.65,0.1,8.7,5
"1398",9.9,0.52,0.26,7.3,5
"1399",10.2,0.62,0.12,7,7
"1400",11.1,0.72,0,7.2,6
"1401",9.9,0.51,0.21,7.9,5
"1402",9.9,0.51,0.21,7.9,5
"1403",11.9,0.82,0.42,7.6,6
"1404",10,1.1,0.33,7.2,8
"1405",10.7,0.62,0.39,8,6
"1406",11.3,0.9,0.3,7.7,7
"1407",10.9,0.94,0.34,8.2,6
"1408",10.7,0.93,0,6,6
"1409",12.4,1.01,0.36,8.1,7
"1410",10.7,0.93,0,6,6
"1411",11.9,0.44,0,6.6,6
"1412",10.6,0.73,0.4,6.4,6
"1413",10.9,0.94,0.34,8.2,6
"1414",10.1,0.9,0.25,9.9,5
"1415",9.6,0.78,0.59,10,5
"1416",9.4,0.84,0,6.2,5
"1417",9.6,0.78,0.59,10,5
"1418",12.1,0.77,0.33,7.3,7
"1419",9.8,0.46,0.01,7.8,5
"1420",9.9,0.45,0.21,7.7,5
"1421",9.8,0.46,0.01,7.8,5
"1422",9.4,0.58,0.18,7.5,5
"1423",11.4,0.84,0,7,6
"1424",11,0.67,0.09,6.4,4
"1425",9.6,0.7,0.37,8.3,6
"1426",9.6,0.7,0.37,8.3,6
"1427",12.1,0.71,0.37,7.7,6
"1428",11.2,0.58,0.33,7.6,5
"1429",11,0.63,0,7.8,5
"1430",11.3,0.93,0.4,7.9,5
"1431",10.4,0.62,0.24,7.4,5
"1432",9.9,0.54,0.31,7.6,6
"1433",11.7,0.85,0,5.9,6
"1434",10.1,0.74,0.16,6.1,7
"1435",9,0.77,0.37,10.2,6
"1436",9,0.77,0.37,10.2,6
"1437",8.5,0.65,0.38,10,5
"1438",11.1,0.54,0.29,6.8,5
"1439",10.3,0.47,0,7,5
"1440",11.0666666666667,0.68,0.02,7.3,6
"1441",11.3,0.73,0.32,7.2,7
"1442",9.56666666666667,0.52,0.19,7.4,6
"1443",9.8,0.75,0.02,6.9,5
"1444",11.7,0.49,0.2,6.9,5
"1445",11.1,0.68,0.02,7.3,6
"1446",9.6,0.52,0.19,7.4,6
"1447",9.8,0.75,0.02,6.9,5
"1448",9.7,0.74,0,6.8,5
"1449",9.7,0.73,0.01,6.9,5
"1450",11.3,0.76,0.31,7.2,8
"1451",11.3,0.73,0.32,7.2,7
"1452",11,0.78,0.44,7.8,7
"1453",11.6,0.76,0.02,6.6,7
"1454",9,0.58,0.33,7.6,5
"1455",10.9,0.69,0.63,11.7,6
"1456",10.9,0.63,0,6.5,6
"1457",10.55,0.5,0.06,6,6
"1458",9,0.58,0.33,7.6,5
"1459",10.5,0.6,0.4,8.4,5
"1460",11.9,0.8,0.35,7.9,7
"1461",10.4,0.68,0.09,6.4,6
"1462",10,0.61,0,6.2,4
"1463",10.4,0.58,0.03,6.8,6
"1464",10.8,0.53,0.01,6.9,6
"1465",9.7,0.67,0.1,6.8,5
"1466",9.7,0.67,0.1,6.8,5
"1467",10,0.65,0.32,7.3,7
"1468",11,0.57,0.08,6.7,4
"1469",10,0.65,0.32,7.3,7
"1470",9.7,0.55,0.05,7.3,3
"1471",9.7,0.47,0.11,10,5
"1472",12.6,0.52,0.08,6.7,5
"1473",11.1,0.79,0.6,7.6,6
"1474",11,0.54,0.08,6.1,5
"1475",8.8,0.75,0.5,9.9,5
"1476",13.5666666666667,0.88,0.11,5.3,7
"1477",8.8,0.75,0.5,9.9,5
"1478",13.6,0.88,0.11,5.3,7
"1479",10.2,0.52,0.05,7.1,3
"1480",10.6,0.68,0.6,8.2,5
"1481",10.1,0.62,0.03,5.6,4
"1482",10.6,0.68,0.6,8.2,5
"1483",10.3,0.57,0.54,7.2,4
"1484",10.7,0.61,0.44,8.1,5
"1485",10.9,0.64,0.06,6.8,4
"1486",9.7,0.55,0.16,7,5
"1487",10.3,0.6,0.21,6.8,5
"1488",10.6,0.78,0.05,6,5
"1489",11.4,0.58,0.04,5.6,5
"1490",10.8,0.76,0.1,6.2,6
"1491",12.4,0.56,0.49,7.1,6
"1492",11.4,0.58,0.04,5.6,5
"1493",11.95,0.54,0.06,6.2,5
"1494",9.7,0.59,0.26,7.7,5
"1495",10,0.7,0.09,6.4,7
"1496",10.6,0.81,0.02,7,6
"1497",9.7,0.59,0.26,7.7,5
"1498",11.5,0.63,0.03,6.9,6
"1499",10.8,0.58,0.04,6.6,6
"1500",11.5,0.63,0.03,6.9,6
"1501",9.6,0.53,0.04,7.5,5
"1502",9.4,0.53,0.29,7.8,5
"1503",9.8,0.54,0.18,7.3,5
"1504",11,0.69,0.39,6.2,6
"1505",11.4,0.55,0.57,7.5,6
"1506",9.95,0.63,0.02,6.7,3
"1507",10.8,0.66,0.05,6.8,6
"1508",11.4,0.55,0.57,7.5,6
"1509",10.6,0.72,0.6,7.1,6
"1510",11.1,0.7,0.4,7.9,5
"1511",9.7,0.77,0.21,6.4,6
"1512",9.8,0.67,0.04,7.1,5
"1513",10.4,0.65,0.04,6.4,6
"1514",10.5,0.6,0.15,6.4,6
"1515",9.23333333333333,0.72,0.21,6.9,6
"1516",9.25,0.72,0.21,6.9,6
"1517",10.6,0.97,0.25,6.1,5
"1518",10.3,0.83,0.06,6.5,6
"1519",10.5,0.63,0.46,7.4,5
"1520",10.2,0.58,0.08,6.6,5
"1521",10.3,0.83,0.06,6.5,6
"1522",9.05,0.43,0.2,6.9,4
"1523",10.6,0.97,0.25,6.1,5
"1524",10.4,0.6,0.25,6.8,5
"1525",10,0.78,0.19,6,6
"1526",9.7,0.64,0.08,6.7,5
"1527",9.6,0.65,0.08,6.8,6
"1528",10.8,0.66,0.07,7.1,6
"1529",10.1,0.67,0.49,7.9,6
"1530",10.2,0.6,0.08,7.1,6
"1531",11.3,0.69,0.09,6.6,6
"1532",10.2,0.66,0.1,6.1,5
"1533",9.9,0.68,0.13,7.2,6
"1534",9,0.61,0.3,8,5
"1535",11.7,0.62,0.14,6.6,7
"1536",9.7,0.59,0.13,7,6
"1537",10.3,0.68,0.08,6.1,6
"1538",10.2,0.64,0.08,5.4,6
"1539",12,0.63,0.09,6.2,5
"1540",9.9,0.78,0.32,7.2,5
"1541",11.6,0.63,0.08,6.2,6
"1542",10.9,0.76,0.29,7.4,7
"1543",10.75,0.56,0.02,6.7,6
"1544",10.4,0.57,0.42,11.1,6
"1545",11.2,0.81,0.43,8.4,7
"1546",10.1,0.64,0.33,6.5,6
"1547",10.2,0.61,0.02,7,5
"1548",12.1,0.51,0.1,6.3,5
"1549",10.4,0.58,0.5,11.2,5
"1550",11.4,0.7,0.3,7.4,8
"1551",9.5,0.53,0,7.1,5
"1552",9.4,0.54,0,7.1,5
"1553",11.3,0.66,0.01,6.3,6
"1554",9.4,0.6,0,7.3,5
"1555",11,0.6,0.02,6.6,6
"1556",10.55,0.68,0.17,7,7
"1557",9.9,0.56,0.04,6.6,5
"1558",11,0.6,0.02,6.6,6
"1559",9.5,0.56,0.33,6.9,5
"1560",9.9,0.52,0.26,7.8,5
"1561",9.9,0.52,0.26,7.8,5
"1562",9.9,0.52,0.26,7.8,5
"1563",10.1,0.54,0.13,7.2,5
"1564",10.1,0.54,0.13,7.2,5
"1565",10.1,0.54,0.13,7.2,5
"1566",10.9,0.82,0.02,6.7,6
"1567",11.2,0.71,0.64,6.7,6
"1568",10.1,0.54,0.13,7.2,5
"1569",9.2,0.59,0.13,7,5
"1570",11.5,0.57,0.14,6.2,6
"1571",12.4,0.93,0.53,6.4,6
"1572",11.1,0.65,0.14,6.4,6
"1573",9.5,0.51,0.32,7.3,5
"1574",12.5,0.67,0.2,6,6
"1575",10.5,0.48,0.78,5.6,6
"1576",11.8,0.64,0.4,7.5,6
"1577",10.8,0.78,0.63,8,6
"1578",11.9,0.6,0.15,6.2,6
"1579",11.3,0.67,0.15,6.8,6
"1580",11.3,0.6,0.09,6.2,5
"1581",11.9,0.6,0.33,7.4,6
"1582",11.3,0.6,0.09,6.2,5
"1583",11.9,0.5,0.1,6.1,5
"1584",9.8,0.62,0.29,6.2,5
"1585",11.6,0.8,0.44,6.7,7
"1586",11.5,0.84,0.44,7.2,6
"1587",11.4,0.85,0.41,7.5,6
"1588",10.9,0.66,0.11,5.8,6
"1589",12.8,0.78,0.33,7.2,6
"1590",9.2,0.54,0.2,6.6,5
"1591",11.6,0.82,0.15,6.3,6
"1592",11.6,0.56,0.09,5.4,6
"1593",11,0.75,0.13,6.3,6
"1594",9.5,0.82,0.08,6.8,6
"1595",10.5,0.58,0.08,6.2,5
"1596",11.2,0.76,0.1,5.9,6
"1597",11,0.75,0.13,6.3,6
"1598",10.2,0.71,0.12,5.9,5
"1599",11,0.66,0.47,6,6
